103.448907	31.568060	0.739187
103.449237	31.568060	0.823656
103.449567	31.568060	0.694867
103.449897	31.568060	0.786442
103.450227	31.568060	1.262225
103.450557	31.568060	1.262225
103.450888	31.568060	1.262225
103.446926	31.567776	0.688134
103.447256	31.567776	1.376843
103.447586	31.567776	0.938462
103.447916	31.567776	0.663487
103.448246	31.567776	0.039170
103.448576	31.567776	0.155509
103.448907	31.567776	0.155509
103.449237	31.567776	0.764843
103.449567	31.567776	0.084458
103.449897	31.567776	0.693825
103.450227	31.567776	1.322555
103.450557	31.567776	1.322555
103.450888	31.567776	1.313498
103.444945	31.567493	1.384939
103.445275	31.567493	1.450511
103.445605	31.567493	1.450511
103.445935	31.567493	0.947836
103.446265	31.567493	1.209311
103.446595	31.567493	0.973132
103.446926	31.567493	1.199309
103.447256	31.567493	1.199309
103.447586	31.567493	0.829984
103.447916	31.567493	0.663487
103.448246	31.567493	0.272390
103.448576	31.567493	-0.398249
103.448907	31.567493	-0.398249
103.449237	31.567493	0.698519
103.449567	31.567493	0.778887
103.449897	31.567493	1.234409
103.450227	31.567493	1.313498
103.450557	31.567493	1.313498
103.450888	31.567493	1.313498
103.451218	31.567493	1.313498
103.442964	31.567209	1.427666
103.443294	31.567209	2.546566
103.443624	31.567209	1.010782
103.443954	31.567209	1.458640
103.444284	31.567209	0.995473
103.444614	31.567209	0.995473
103.444945	31.567209	0.788854
103.445275	31.567209	1.676118
103.445605	31.567209	0.877981
103.445935	31.567209	0.877981
103.446265	31.567209	1.470425
103.446595	31.567209	1.225270
103.446926	31.567209	0.983642
103.447256	31.567209	0.845166
103.447586	31.567209	0.847367
103.447916	31.567209	0.882728
103.448246	31.567209	0.272390
103.448576	31.567209	1.166119
103.448907	31.567209	0.419917
103.449237	31.567209	0.201647
103.449567	31.567209	0.722437
103.449897	31.567209	0.922140
103.450227	31.567209	0.504206
103.450557	31.567209	1.313498
103.450888	31.567209	1.313498
103.451218	31.567209	1.313498
103.440982	31.566925	-1.801416
103.441313	31.566925	-0.333042
103.441643	31.566925	-0.189872
103.441973	31.566925	0.054984
103.442303	31.566925	0.596067
103.442633	31.566925	0.788438
103.442964	31.566925	1.106597
103.443294	31.566925	1.153757
103.443624	31.566925	1.153757
103.443954	31.566925	0.965943
103.444284	31.566925	1.836713
103.444614	31.566925	1.376208
103.444945	31.566925	1.201098
103.445275	31.566925	1.201098
103.445605	31.566925	1.152043
103.445935	31.566925	1.677205
103.446265	31.566925	1.704661
103.446595	31.566925	1.605360
103.446926	31.566925	1.605360
103.447256	31.566925	1.209778
103.447586	31.566925	1.420884
103.447916	31.566925	0.882728
103.448246	31.566925	0.203690
103.448576	31.566925	1.166119
103.448907	31.566925	0.666731
103.449237	31.566925	0.666731
103.449567	31.566925	0.969041
103.449897	31.566925	1.400168
103.450227	31.566925	1.400168
103.450557	31.566925	1.313498
103.450888	31.566925	1.313498
103.439662	31.566642	-1.358596
103.439992	31.566642	-2.235613
103.440322	31.566642	-2.601518
103.440652	31.566642	-1.582889
103.440982	31.566642	-2.787604
103.441313	31.566642	-0.525859
103.441643	31.566642	-0.198900
103.441973	31.566642	0.602998
103.442303	31.566642	1.608687
103.442633	31.566642	2.132423
103.442964	31.566642	1.292001
103.443294	31.566642	1.145481
103.443624	31.566642	0.124999
103.443954	31.566642	1.514188
103.444284	31.566642	1.227703
103.444614	31.566642	1.438496
103.444945	31.566642	1.416455
103.445275	31.566642	1.416455
103.445605	31.566642	1.533229
103.445935	31.566642	1.475166
103.446265	31.566642	1.827812
103.446595	31.566642	1.827812
103.446926	31.566642	1.133694
103.447256	31.566642	1.133694
103.447586	31.566642	1.420884
103.447916	31.566642	0.826170
103.448246	31.566642	2.156142
103.448576	31.566642	1.238662
103.448907	31.566642	1.238662
103.449237	31.566642	0.890894
103.449567	31.566642	1.384806
103.449897	31.566642	1.161348
103.450227	31.566642	1.400168
103.450557	31.566642	1.400168
103.438341	31.566358	0.777524
103.438671	31.566358	-1.068153
103.439001	31.566358	-0.709637
103.439332	31.566358	-1.314562
103.439662	31.566358	-1.951717
103.439992	31.566358	-3.078133
103.440322	31.566358	-2.728540
103.440652	31.566358	-2.741534
103.440982	31.566358	-1.947803
103.441313	31.566358	-0.578983
103.441643	31.566358	-0.543564
103.441973	31.566358	0.099441
103.442303	31.566358	1.608687
103.442633	31.566358	1.477175
103.442964	31.566358	1.477175
103.443294	31.566358	1.509681
103.443624	31.566358	1.360135
103.443954	31.566358	1.514188
103.444284	31.566358	1.942184
103.444614	31.566358	1.438496
103.444945	31.566358	1.583817
103.445275	31.566358	2.272325
103.445605	31.566358	1.371637
103.445935	31.566358	1.475166
103.446265	31.566358	1.284404
103.446595	31.566358	1.268750
103.446926	31.566358	1.268750
103.447256	31.566358	1.415871
103.447586	31.566358	1.251888
103.447916	31.566358	0.826170
103.448246	31.566358	1.323410
103.448576	31.566358	0.830507
103.448907	31.566358	0.196377
103.449237	31.566358	1.728064
103.449567	31.566358	1.973985
103.449897	31.566358	1.161348
103.450227	31.566358	1.161348
103.450557	31.566358	1.161348
103.450888	31.566358	1.161348
103.437020	31.566074	0.409777
103.437351	31.566074	0.094961
103.437681	31.566074	-0.307995
103.438011	31.566074	0.093417
103.438341	31.566074	0.187896
103.438671	31.566074	-0.838825
